,city,lat,lon,population
20340,Lagoa do Itaenga,-7.9358,-35.29,20659.0
20351,Miracema do Tocantins,-9.5669,-48.3919,20684.0
20362,São João de Pirabas,-0.7689,-47.1739,20647.0
20365,Alagoa Nova,-7.0473,-35.754,20500.0
20371,Encantado,-29.2358,-51.87,20510.0
20376,Bulnes,-36.7333,-72.3,20595.0
20391,Itanhém,-17.1658,-40.33,20611.0
20402,Coronel Vivida,-25.98,-52.5678,20580.0
20405,Cordeiro,-22.0289,-42.3608,20430.0
20406,Salvaterra,-0.7528,-48.5169,20183.0
20434,Sunchales,-30.9442,-61.5614,20537.0
20435,Timaná,1.9499,-75.9139,20463.0
20438,Miracatu,-24.2808,-47.46,20533.0
20440,Altônia,-23.8739,-53.9019,20516.0
20444,São Francisco de Paula,-29.4478,-50.5839,20537.0
20445,Laboulaye,-34.1267,-63.3911,20534.0
20446,Caracaraí,1.8158,-61.1278,20537.0
20453,Nova Xavantina,-14.6728,-52.3528,20519.0
20467,São Joaquim do Monte,-8.4319,-35.8039,20488.0
20476,San Lorenzo,1.5039,-77.2178,20403.0
20481,Puerto Quito,0.1272,-79.2531,20445.0
20482,Muzambinho,-21.3758,-46.5258,20430.0
20486,Cantanhede,-3.6328,-44.3769,20448.0
20491,Canarana I,-13.55,-52.1658,20461.0
20494,Tenjo,4.8697,-74.1439,20269.0
20496,Mirador,-6.3708,-44.3628,20452.0
20500,Carmo do Rio Claro,-20.9731,-46.1189,20426.0
20508,Butiá,-30.12,-51.9619,20406.0
20512,Chã Grande,-8.2378,-35.4619,20137.0
20515,Cruzeiro do Oeste,-23.785,-53.0728,20416.0
20521,João Lisboa,-5.4478,-47.4008,20381.0
20522,Concordia,6.0456,-75.9075,20271.0
20523,Terenos,-20.4419,-54.86,20387.0
20524,Parelhas,-6.6878,-36.6578,20354.0
20525,Jandaia do Sul,-23.6028,-51.6428,20269.0
20529,Bequimão,-2.4489,-44.7828,20344.0
20542,Nhamundá,-2.1858,-56.7128,20358.0
20549,Cuité,-6.485,-36.1569,20325.0
20551,Valença do Piauí,-6.4078,-41.7458,20326.0
20553,Encruzilhada,-15.5308,-40.9089,20331.0
20554,Sátiro Dias,-11.6,-38.6,20320.0
20557,São José do Rio Preto,-22.1508,-42.9239,20251.0
20571,Itaiópolis,-26.3358,-49.9058,20301.0
20575,Urussanga,-28.5178,-49.3208,20223.0
20582,Pedro Carbo,-1.8167,-80.2333,20220.0
20583,Paraguaçu,-21.5331,-45.7664,20245.0
20587,Porto Real do Colégio,-10.1858,-36.84,20205.0
20589,Simití,7.9564,-73.9461,20271.0
20593,Rovira,4.2392,-75.2403,20255.0
20600,Água Branca,-9.2608,-37.9361,20230.0
20605,Quissamã,-22.1069,-41.4719,20242.0
20608,Belém de São Francisco,-8.7578,-38.9639,20253.0
20614,Anicuns,-16.4608,-49.9619,20239.0
20617,Araçariguama,-23.4386,-47.0614,20114.0
20626,Parnamirim,-8.0908,-39.5778,20224.0
20654,Ivoti,-29.5908,-51.1608,19874.0
20656,São Marcos,-28.9708,-51.0678,20103.0
20658,São Luís Gonzaga do Maranhão,-4.38,-44.67,20153.0
20663,Perdões,-21.0908,-45.0908,20087.0
20671,Uruçuí,-7.2333,-44.55,20149.0
20686,Paraibano,-6.4328,-43.9839,20103.0
20690,Araruna,-6.5578,-35.7419,20051.0
20697,Mairi,-11.7108,-40.1489,20097.0
20706,Aquidabã,-10.2833,-37.0333,20056.0
20707,Anagé,-14.6119,-41.1358,20096.0
20710,Itarantim,-15.66,-40.0658,20091.0
20711,Taquarana,-9.645,-36.4969,19980.0
20712,Guapiaçu,-20.795,-49.22,20037.0
20732,Junqueirópolis,-21.5147,-51.4336,20066.0
20743,Carmo do Cajuru,-20.1839,-44.7708,20012.0
20750,Caridade,-4.2319,-39.1928,20020.0
20753,Carira,-10.3581,-37.7008,20007.0
20758,Canto do Buriti,-8.11,-42.9439,20020.0
20762,Andirá,-23.0508,-50.2289,19926.0
20775,São José de Piranhas,-7.1208,-38.5019,19956.0
20787,Uruburetama,-3.625,-39.5078,19765.0
20794,Quatro Barras,-25.3658,-49.0769,19851.0
20804,São João Batista,-2.955,-44.8069,19920.0
20812,Pradópolis,-21.3594,-48.0656,19814.0
20824,Major Isidoro,-9.5319,-36.985,19864.0
20828,Brandsen,-35.1667,-58.2167,19877.0
20835,Castilho,-20.8722,-51.4875,19873.0
20844,Santo Amaro da Imperatriz,-27.6878,-48.7789,19823.0
20856,Cantagalo,-21.9808,-42.3678,19830.0
20860,General Martín Miguel de Güemes,-24.6667,-65.05,19828.0
20861,Piratini,-31.4478,-53.1039,19841.0
20866,Coaraci,-14.6408,-39.5508,19770.0
20870,Barroso,-21.1869,-43.9758,19599.0
20892,Paulistana,-8.1439,-41.15,19785.0
20894,Mandaguaçu,-23.3469,-52.095,19781.0
20903,Alpinópolis,-20.8639,-46.3878,19741.0
20907,Simonésia,-20.1239,-42.0008,19736.0
20909,Pichidegua,-34.35,-71.3,19714.0
20918,Itatinga,-23.1017,-48.6158,19738.0
20925,Regente Feijó,-22.2208,-51.3028,19733.0
20928,Río Segundo,-31.6526,-63.9099,19713.0
20930,Vazante,-17.9869,-46.9078,19723.0
20937,Polonuevo,10.7772,-74.8528,19454.0
20944,Comodoro,-13.6593,-59.7941,19702.0
20945,Chopinzinho,-25.8558,-52.5228,19679.0
20953,Urumita,10.5603,-73.0136,19629.0
20963,Pôrto Grande,0.7128,-51.4128,19669.0
20969,Lajinha,-20.1508,-41.6228,19609.0
20970,Barreira,-4.2869,-38.6428,19573.0
20973,Capoeiras,-8.735,-36.6269,19593.0
20976,Lambari,-21.9758,-45.35,19554.0
20988,Monte Alegre de Minas,-18.8708,-48.8808,19619.0
20991,Utinga,-12.0819,-41.0939,19593.0
21011,Capela do Alto,-23.4706,-47.7347,19482.0
21014,Caraúbas,-5.7928,-37.5569,19576.0
21019,Abaré,-8.7208,-39.115,19574.0
21026,Mazagão,-0.115,-51.2889,19571.0
21030,Ibicoara,-13.4108,-41.285,19548.0
21035,São João do Piauí,-8.3578,-42.2469,19548.0
21038,São Gabriel,-11.2289,-41.9119,19542.0
21042,Rolante,-29.6508,-50.5758,19485.0
21060,Rio Verde de Mato Grosso,-18.9178,-54.8439,19515.0
21062,Capinota,-17.7147,-66.2631,19477.0
21110,Pariquera-Açu,-24.715,-47.8811,19391.0
21111,Quixeré,-5.0739,-37.9889,19412.0
21112,Salgado,-11.0319,-37.475,19365.0
21118,Paraisópolis,-22.5539,-45.78,19379.0
21126,Riachão do Dantas,-11.0689,-37.725,19386.0
21127,Ituaçu,-13.8128,-41.2969,19406.0
21136,Cabildo,-32.4267,-71.0664,19388.0
21140,Cocos,-14.1839,-44.5339,19396.0
21146,Juquiá,-24.3208,-47.6347,19359.0
21150,Pauini,-7.7139,-66.9758,19378.0
21153,Monte Azul Paulista,-20.9072,-48.6414,19304.0
21155,Paranapanema,-23.3886,-48.7228,19357.0
21156,Buerarema,-14.9589,-39.3,19283.0
21169,Tibagi,-24.5089,-50.4139,19344.0
21172,Venceslau Brás,-23.8739,-49.8028,19298.0
21173,Hidrolândia,-4.4078,-40.4378,19325.0
21176,Alhandra,-7.3504,-34.9284,19238.0
21178,Ibirubá,-28.6278,-53.09,19310.0
21183,Ayaviri,-14.8818,-70.5901,19310.0
21185,Tapejara,-28.0678,-52.0139,19250.0
21186,Campina Verde,-19.5358,-49.4858,19324.0
21198,Horizontina,-27.6258,-54.3078,19232.0
21212,Anori,-3.7728,-61.6442,19292.0
21219,Águas Formosas,-17.0819,-40.9358,19247.0
21225,Remígio,-6.9028,-35.8339,19149.0
21227,Aroeiras,-7.545,-35.7078,19204.0
21239,Júlio de Castilhos,-29.2269,-53.6819,19224.0
21242,Nova Olímpia,-14.7969,-57.2878,19218.0
21244,Riacho das Almas,-8.1339,-35.6892,19162.0
21250,La Unión,5.9728,-75.3611,19119.0
21259,Antas,-10.4,-38.3328,19183.0
21263,Carambeí,-24.9178,-50.0969,19163.0
21267,Vera,-29.4667,-60.2167,19185.0
21268,Maracaçumé,-2.0428,-45.9589,19155.0
21274,Vargem Alta,-20.6708,-41.0069,19130.0
21283,La Ligua,-32.4494,-71.2317,19127.0
21289,Aporá,-11.66,-38.0808,19146.0
21297,Cerqueira César,-23.0356,-49.1661,19109.0
21302,Varzelândia,-15.7008,-44.0278,19116.0
21317,Dianópolis,-11.6258,-46.8203,19112.0
21323,Buriti dos Lopes,-3.175,-41.8669,19074.0
21327,Silvânia,-16.6589,-48.6078,19089.0
21328,Inajá,-8.903,-37.827,19081.0
21342,Cabaceiras do Paraguaçu,-12.5358,-39.1908,18978.0
21345,Umburanas,-10.7328,-41.3258,19055.0
21354,Nova Petrópolis,-29.3758,-51.1119,19045.0
21374,Caconde,-21.5289,-46.6439,18976.0
21394,Chorozinho,-4.3,-38.4969,18915.0
21408,Santo Antônio do Sudoeste,-26.07,-53.7228,18893.0
21415,Rubiataba,-15.1639,-49.8028,18915.0
21416,Pindoretama,-4.0278,-38.3058,18683.0
21419,Ipaba,-19.4139,-42.4189,18769.0
21428,Tadó,5.2633,-76.56,18906.0
21430,Cachoeirinha,-8.4858,-36.2328,18819.0
21431,Contamana,-7.3493,-75.0086,18921.0
21433,Itatira,-4.5289,-39.6219,18894.0
21436,Antonina,-25.4289,-48.7119,18891.0
21439,Chapada dos Guimarães,-15.4608,-55.75,18906.0
21443,Arroio do Meio,-29.4008,-51.945,18783.0
21448,Conceição,-7.5619,-38.5089,18860.0
21453,Padre Paraíso,-17.0719,-41.5239,18849.0
21454,Vélez,6.0131,-73.6736,18808.0
21467,Tocaima,4.4578,-74.6347,18790.0
21473,Umirim,-3.6769,-39.35,18802.0
21480,Villa Nueva,-32.4331,-63.2475,18818.0
21499,Batalha,-9.6778,-37.1247,18757.0
21507,Palmeiras,-2.645,-44.895,18764.0
21513,Catarina,-6.1308,-39.8778,18745.0
21515,Engenheiro Coelho,-22.4883,-47.215,18611.0
21517,Guaranésia,-21.2989,-46.8028,18714.0
21519,Quitandinha,-25.8719,-49.4978,18733.0
21527,Ibititá,-11.5469,-41.9778,18727.0
21529,Farias Brito,-6.9308,-39.5658,18720.0
21531,Rufino,-34.2683,-62.7125,18727.0
21547,Cafarnaum,-11.6939,-41.4678,18695.0
21554,Inhapi,-9.2189,-37.7539,18652.0
21557,Picuí,-6.555,-36.3489,18670.0
21559,Caiapônia,-16.9569,-51.81,16757.0
21563,Ibipeba,-11.6408,-42.0108,18674.0
21565,Pitimbu,-7.4708,-34.8089,18685.0
21566,Carlos Chagas,-17.7028,-40.7658,18674.0
21573,Jaguaripe,-13.1128,-38.8958,18647.0
21575,Boa Vista do Tupim,-12.66,-40.6089,18658.0
21581,Itapiúna,-4.5639,-38.9219,18626.0
21602,Cajari,-3.3208,-45.0108,18338.0
21603,Malacacheta,-17.8419,-42.0769,18602.0
21604,Porto Real,-22.42,-44.29,18266.0
21611,Águas de Lindóia,-22.4758,-46.6328,18313.0
21612,Carnaíba,-7.805,-37.7939,18574.0
21615,Unquillo,-31.2333,-64.3167,18483.0
21620,Olho d’Água das Cunhãs,-4.1389,-45.12,18601.0
21633,Conceição do Almeida,-12.8089,-39.1639,18525.0
21635,Cariús,-6.5369,-39.4969,18567.0
21638,Presidente Olegário,-18.4178,-46.4178,18577.0
21639,Presidente Médici,-11.1758,-61.9008,18571.0
21640,Neópolis,-10.32,-36.5794,18506.0
21645,Capanema,-25.6719,-53.8089,18526.0
21662,Guabiruba,-27.0858,-48.9808,18430.0
21665,Fátima,-10.6,-38.2169,18481.0
21668,Campo de la Cruz,10.3778,-74.8814,18354.0
21675,Siqueira Campos,-23.6889,-49.8339,18454.0
21676,Ponedera,10.6419,-74.7531,18430.0
21678,Plácido de Castro,-10.2758,-67.15,18510.0
21682,Cândido Mendes,-1.4469,-45.7169,18505.0
21685,Viradouro,-20.8728,-48.2969,18428.0
21697,Piatã,-13.1519,-41.7728,18473.0
21699,Tonantins,-2.8728,-67.8019,18478.0
21700,Arroio Grande,-32.2378,-53.0869,18470.0
21701,Itapaci,-14.9508,-49.5489,18458.0
21715,Itapororoca,-6.83,-35.2469,18332.0
21722,São José da Coroa Grande,-8.8978,-35.1478,18180.0
21726,Icapuí,-4.7128,-37.355,18392.0
21727,Campos Belos,-13.0369,-46.7719,18410.0
21728,Reriutaba,-4.1419,-40.5819,18385.0
21735,Sengés,-24.1128,-49.4639,18414.0
21741,Belo Campo,-15.0378,-41.26,18383.0
21749,Serra Dourada,-12.7608,-43.95,18389.0
21750,Formoso do Araguaia,-11.7969,-49.5289,18399.0
21755,Iati,-9.0458,-36.8458,18360.0
21761,Jussara,-15.865,-50.8678,18371.0
21765,Piúma,-20.835,-40.7289,18123.0
21772,Cariré,-3.9508,-40.4728,18348.0
21777,Castelo do Piauí,-5.3219,-41.5528,18336.0
21778,Araçoiaba,-7.79,-35.0908,18156.0
21779,Serrita,-7.9328,-39.2958,18331.0
21786,Aragarças,-15.8978,-52.2508,18305.0
21794,Charata,-27.2144,-61.1881,18297.0
21795,Vertentes,-7.9028,-35.9878,18222.0
21804,Pocinhos,-7.0769,-36.0608,18272.0
21805,Lobos,-35.1864,-59.0961,18278.0
21806,Garopaba,-28.0228,-48.6128,18138.0
21811,Colina,-20.7136,-48.5411,18245.0
21814,Condeúba,-14.895,-41.9689,18269.0
21849,Manga,-14.7558,-43.9319,18226.0
21863,São Francisco de Assis,-29.55,-55.1308,18205.0
21866,Ipanema,-19.8008,-41.7128,18170.0
21875,Tremedal,-14.9758,-41.4108,18187.0
21880,Santo Antônio do Leverger,-15.8658,-56.0769,18186.0
21886,Xapuri,-10.6519,-68.5039,18174.0
21891,Beruri,-3.9022,-61.3714,18171.0
21892,Três Barras,-26.1058,-50.3219,18129.0
21893,Central,-11.1542,-42.0814,18140.0
21894,Alto Araguaia,-17.315,-53.215,18164.0
21904,Tapauá,-5.6278,-63.1828,18152.0
21906,Paraibuna,-23.3861,-45.6622,18125.0
21908,Santa Vitória,-18.8389,-50.1208,18138.0
21912,Solonópole,-5.7328,-39.0078,18127.0
21913,São Miguel do Tapuio,-5.5039,-41.3228,18134.0
21915,Atalaia do Norte,-4.3719,-70.1919,18133.0
21920,Coronda,-31.9667,-60.9167,18115.0
21922,Manari,-8.9639,-37.6278,18083.0
21924,Mendes,-22.5269,-43.7328,17935.0
21935,Madalena,-4.8569,-39.5769,18088.0
21938,Ingá,-7.2678,-35.6128,18042.0
21943,General Juan Madariaga,-37.0167,-57.1333,18089.0
21948,Piaçabuçu,-10.4086,-36.4339,18011.0
21953,Pastos Bons,-6.6019,-44.0769,18067.0
21957,Turmalina,-17.2858,-42.73,18055.0
21969,Jaicós,-7.3589,-41.1378,18035.0
21970,Hijuelas,-32.8,-71.1667,17988.0
21972,Cruz Machado,-26.0169,-51.3469,18040.0
21975,Mirangaba,-10.9539,-40.5758,18039.0
21987,Itaberá,-23.8619,-49.1372,18015.0
21995,Requena,-5.0569,-73.8515,18000.0
21996,General Deheza,-32.7564,-63.7889,18000.0
22007,Ervália,-20.84,-42.6569,17946.0
22009,Mirante do Paranapanema,-22.2919,-51.9064,17979.0
22013,Messias,-9.3828,-35.8419,17988.0
22015,Sabana de Torres,7.3903,-73.5003,17965.0
22022,Antenor Navarro,-6.7289,-38.4489,17929.0
22026,Ibirataia,-14.0669,-39.6408,17947.0
22028,Pelaya,8.6892,-73.6653,17910.0
22034,Papanduva,-26.37,-50.1439,17928.0
22043,Lagoa da Canoa,-9.83,-36.7378,17771.0
22046,Juazeirinho,-7.0678,-36.5778,17902.0
22055,Guapiara,-24.185,-48.5328,17879.0
22056,Yaguachi Nuevo,-2.12,-79.69,17806.0
22062,Mâncio Lima,-7.6139,-72.8958,17910.0
22066,Anadia,-9.6844,-36.3042,17818.0
22075,Marechal Taumaturgo,-8.9408,-72.7919,17897.0
22084,Jacupiranga,-24.6925,-48.0022,17851.0
22085,Jaguaretama,-5.6128,-38.7669,17863.0
22091,Arinos,-15.9169,-46.1058,17862.0
22092,Montanha,-18.1269,-40.3628,17849.0
22105,Barão do Grajaú,-6.7558,-43.0239,17841.0
22107,Nazaré Paulista,-23.1808,-46.395,17794.0
22109,Rio Claro,-22.7228,-44.1358,17826.0
22110,Salgar,5.9639,-75.9775,17804.0
22131,Las Heras,-46.55,-68.95,17821.0
22136,Porciúncula,-20.9628,-42.0408,17760.0
22137,São Benedito do Rio Preto,-3.3339,-43.5278,17799.0
22139,Sapeaçu,-12.7278,-39.1819,17664.0
22145,Pirapora do Bom Jesus,-23.3972,-47.0028,17646.0
22149,Santa Elena,-30.95,-59.8,17791.0
22153,Morros,-2.8639,-44.0389,17783.0
22161,Cairu,-13.4869,-39.0439,17730.0
22171,Canapi,-9.1269,-37.605,17719.0
22177,Cipó,-11.1,-38.5169,17602.0
22180,Itacarambi,-15.1019,-44.0919,17720.0
22184,Estancia Pozo Colorado,-23.4136,-58.9144,17727.0
22186,Tanque Novo,-13.5458,-42.4908,17702.0
22194,Boqueirão,-7.4819,-36.135,17670.0
22195,Jucurutu,-6.0339,-37.02,17692.0
22205,Matipó,-20.2839,-42.3408,17639.0
22206,Rio Maria,-7.3108,-50.0478,17697.0
22211,Varjota,-4.1939,-40.4769,17593.0
22217,Pio IX,-6.8378,-40.5789,17671.0
22224,Novo Airão,-2.6208,-60.9439,17671.0
22225,Ribeirão Branco,-24.2208,-48.7658,17646.0
22226,Totoró,2.5103,-76.4019,17611.0
22244,Arauco,-37.2463,-73.3175,17597.0
22265,Magalhães de Almeida,-3.3958,-42.2039,17587.0
22267,La Primavera,5.4906,-70.4092,17626.0
22274,Belém,-6.7469,-35.5189,17594.0
22277,Filadélfia,-10.7408,-40.1328,17583.0
22278,Poção de Pedras,-4.75,-44.9333,17595.0
22280,Catriel,-37.8778,-67.7917,17584.0
22291,Afrânio,-8.5,-41.0,17586.0
22308,Nova Era,-19.7606,-43.0289,17528.0
22314,Passagem Franca,-6.18,-43.7839,17562.0
22316,Regeneração,-6.2378,-42.6878,17556.0
22324,Sapucaia,-21.995,-42.9139,17525.0
22326,Rio Bananal,-19.265,-40.3328,17530.0
22353,Cafelândia,-21.8025,-49.61,17499.0
22357,Conceição do Mato Dentro,-19.0369,-43.425,17503.0
22367,Luz,-19.8008,-45.6858,17486.0
22374,Carmo,-21.9339,-42.6089,17434.0
22383,São Raimundo das Mangabeiras,-7.0219,-45.4808,17474.0
22388,Guaranda,8.4672,-74.5367,17422.0
22391,Pôrto Acre,-9.5878,-67.5328,17459.0
22394,Malhada,-14.3358,-43.7739,17455.0
22401,El Rosal,4.8519,-74.2628,17254.0
22410,Conchas,-23.0134,-48.0078,17406.0
22411,Puerto Aysén,-45.4068,-72.6977,17441.0
22414,Cássia,-20.5828,-46.9219,17412.0
22418,Veinticinco de Mayo,-37.771,-67.7173,17430.0
22420,Tapiramutá,-11.8469,-40.7908,17398.0
22425,Hidrolândia,-16.9619,-49.2289,17398.0
22426,Suesca,5.1017,-73.7981,17318.0
22427,Eldorado,-26.4,-54.6333,17365.0
22433,Pirapemas,-3.7269,-44.2228,17381.0
22437,Ibirama,-27.0569,-49.5178,17330.0
22447,Betulia,6.1122,-75.9839,17317.0
22451,Santo Antônio do Amparo,-20.9458,-44.9189,17345.0
22463,Ayacucho,-37.1525,-58.4882,17364.0
22466,Ampère,-25.915,-53.4728,17308.0
22474,São Domingos do Prata,-19.865,-42.9678,17327.0
22476,Souto Soares,-12.0889,-41.6378,17332.0
22479,Muniz Freire,-20.4639,-41.4128,17319.0
22480,Jaguaruna,-28.615,-49.0258,17290.0
22481,Camocim de São Félix,-8.3589,-35.7619,17104.0
22487,Zarumilla,-3.5014,-80.2722,16971.0
22488,Banabuiú,-5.31,-38.9208,17315.0
22497,Urandi,-14.7708,-42.655,17301.0
22513,Cruz do Espírito Santo,-7.14,-35.0858,17212.0
22523,Taió,-27.1158,-49.9978,17260.0
22530,Peçanha,-18.5489,-42.5569,17260.0
22535,Bom Sucesso,-21.0328,-44.7578,17243.0
22541,Piranga,-20.685,-43.3,17232.0
22546,Cesário Lange,-23.2267,-47.9531,17163.0
22548,Cacimba de Dentro,-6.6419,-35.79,17149.0
22550,Piçarras,-26.75,-48.6667,17078.0
22556,São João dos Poleiros,-5.1139,-43.81,17238.0
22558,Ribeirópolis,-10.5389,-37.4361,17173.0
22577,Santa Maria das Barreiras,-8.855,-49.7219,17206.0
22584,Araçagi,-6.8528,-35.3808,17122.0
22586,Santana do Cariri,-7.1878,-39.7369,17170.0
22588,Itirapina,-22.2528,-47.8228,17160.0
22598,Canudos,-9.9639,-39.1639,17177.0
22599,Lagoa Formosa,-18.7789,-46.4078,17161.0
22600,Adustina,-10.5328,-38.1,17153.0
22603,Rio Pomba,-21.275,-43.1789,17110.0
22607,Borda da Mata,-22.2739,-46.165,17118.0
22611,Elias Fausto,-23.0428,-47.3739,17085.0
22614,Urucará,-2.5358,-57.76,17163.0
22623,São Vicente Férrer,-7.5908,-35.4908,17000.0
22626,Capistrano,-4.47,-38.9008,17062.0
22627,Jaboticatubas,-19.5139,-43.745,17134.0
22628,Belterra,-2.6358,-54.9369,17145.0
22632,Amarante,-6.2408,-42.855,17135.0
22637,Piñas,-3.6806,-79.6806,16981.0
22644,Pontalina,-17.5258,-49.4489,17121.0
22668,Abelardo Luz,-26.565,-52.3278,17100.0
22669,Resplendor,-19.3258,-41.255,17089.0
22670,Nova Canaã,-14.7939,-40.1419,17082.0
22676,Croatá,-4.4,-40.9108,17069.0
22678,Carmópolis de Minas,-20.5408,-44.635,17048.0
22679,Macatuba,-22.5022,-48.7114,17013.0
22682,Fundão,-19.9328,-40.4069,17025.0
22694,Água Fria,-11.8669,-38.7669,17043.0
22703,Capela,-9.4075,-36.0736,16979.0
22718,Retiro,6.0597,-75.5039,16974.0
22719,Valencia,-0.9525,-79.3531,16983.0
22721,Santa María,-26.6833,-66.0333,17030.0
22722,Costa Marques,-12.445,-64.2272,17031.0
22727,Batuco,-33.2299,-70.8085,16784.0
22734,Rosário Oeste,-14.8358,-56.4278,17016.0
22741,Aiuaba,-6.5739,-40.1239,16997.0
22743,Jericoacoara,-2.7939,-40.5128,17002.0
22751,Seara,-27.1489,-52.3108,16936.0
22753,Areia Branca,-10.7578,-37.315,16857.0
22771,Terra Santa,-2.1039,-56.4869,16949.0
22774,Cêrro Azul,-24.8239,-49.2608,16938.0
22778,América Dourada,-11.455,-41.4358,16923.0
22783,San José de Chiquitos,-17.85,-60.75,16942.0
22792,Dormentes,-8.4469,-40.7708,16917.0
22793,Severínia,-20.8089,-48.8028,16806.0
22797,Río Bueno,-40.3337,-72.9568,16909.0
22801,São Caetano de Odivelas,-0.75,-48.02,16891.0
22803,Japaratuba,-10.5928,-36.94,16864.0
22811,Guareí,-23.3728,-48.1842,16867.0
22819,Alto Santo,-5.5208,-38.2719,16876.0
22829,Bonito,-11.9658,-41.2669,16873.0
22844,Bella Vista,-22.1296,-56.52,16852.0
22848,Tejuçuoca,-3.9889,-39.5808,16827.0
22853,Vallegrande,-18.4894,-64.1083,16837.0
22861,Campo do Brito,-10.7328,-37.4928,16749.0
22866,Pindaí,-14.4928,-42.6869,16805.0
22868,Itariri,-24.2888,-47.1332,16759.0
22872,Pedra Preta,-16.6228,-54.4739,16811.0
22879,Sumé,-7.6719,-36.88,16784.0
22889,Carnaubal,-4.1669,-40.9428,16746.0
22893,El Piñón,10.4039,-74.8231,16752.0
22894,Terra Roxa d’Oeste,-24.1569,-54.0969,16759.0
22910,Potirendaba,-21.0428,-49.3769,16709.0
22932,Monsenhor Tabosa,-4.7889,-40.0628,16705.0
22945,Ibicuí,-14.8419,-39.9869,16696.0
22947,Ibitiara,-12.6519,-42.2178,16699.0
22949,Salesópolis,-23.5319,-45.8458,16688.0
22961,Pôrto Murtinho,-21.6989,-57.8828,16686.0
22967,Federación,-30.9833,-57.9167,16658.0
22979,Mangueirinha,-25.9408,-52.1758,16642.0
22991,Tapes,-30.6728,-51.3958,16629.0
22995,Bacuri,-1.7028,-45.1339,16604.0
23001,Água Branca,-5.89,-42.6378,16451.0
23018,Buritama,-21.0667,-50.1475,16583.0
23027,Cristinápolis,-11.4758,-37.755,16519.0
23046,Pedregulho,-20.2569,-47.4767,16517.0
23049,Charqueada,-22.5097,-47.7781,16440.0
23052,Mapiri,-15.25,-68.1667,16520.0
23065,Maruim,-10.7378,-37.0819,16343.0
23071,Bady Bassitt,-20.9178,-49.445,16359.0
23097,Clevelândia,-26.3958,-52.4708,16450.0
23108,Itaeté,-12.9858,-40.9728,16446.0
23111,Anorí,7.0736,-75.1469,16447.0
23134,Agudo,-29.645,-53.24,16401.0
23137,Pindorama,-21.1858,-48.9069,16342.0
23138,Curacautín,-38.4333,-71.8833,16418.0
23141,Portachuelo,-17.3547,-63.3947,16408.0
23144,La Falda,-31.0833,-64.5,16335.0
23149,Collipulli,-37.95,-72.4333,16392.0
23160,Acarape,-4.2242,-38.7083,16288.0
23162,Carcarañá,-32.85,-61.15,16277.0
23166,Realeza,-25.7669,-53.5269,16338.0
23184,Otacílio Costa,-27.4828,-50.1219,16337.0
23185,Pinhalzinho,-26.8478,-52.9919,16332.0
23192,Puerto Pimentel,-6.8367,-79.9342,15552.0
23194,Corbélia,-24.7989,-53.3069,16312.0
23198,Ourém,-1.5478,-47.1189,16311.0
23212,Morro da Fumaça,-28.6508,-49.21,16126.0
23215,Faxinal,-24.0008,-51.32,16314.0
23235,Montalvânia,-14.4228,-44.3658,14747.0
23252,San Antonio Oeste,-40.7333,-64.95,16265.0
23261,Porto Belo,-27.1578,-48.5528,16083.0
23269,Igaporã,-13.7728,-42.7139,16225.0
23282,Lagoa do Carro,-7.845,-35.32,16007.0
23285,Araputanga,-15.4708,-58.3528,16223.0
23286,San Pedro de Lloc,-7.4267,-79.5038,16198.0
23291,San Gabriel,0.61,-77.84,16066.0
23299,Horqueta,-23.3396,-57.05,16171.0
23300,Ponto Novo,-10.8619,-40.1339,16168.0
23304,Altinópolis,-21.0231,-47.3728,16179.0
23312,Huarmey,-10.0686,-78.1603,16172.0
23313,Barra de Santo Antônio,-9.4,-35.5,16064.0
23321,São Pedro do Sul,-29.6208,-54.1789,16148.0
23329,Getúlio Vargas,-27.89,-52.2278,16154.0
23381,Aquitania,5.5194,-72.8836,16087.0
23382,Matelândia,-25.2408,-53.9958,16078.0
23384,Venturosa,-8.5747,-36.8742,16052.0
23385,Ilave,-16.0866,-69.6354,16033.0
23393,Glória,-9.3389,-38.2569,16072.0
23402,Palmitos,-27.0678,-53.1608,16020.0
23419,Nova Ipixuna,-4.9208,-49.0769,16032.0
23440,Piancó,-7.1978,-37.9289,15985.0
23448,Caetano,-14.3378,-40.91,15982.0
23449,Fartura,-23.3883,-49.51,15960.0
23452,Poço Fundo,-21.7808,-45.965,15959.0
23458,Chivolo,10.0264,-74.6214,15960.0
23463,Não-Me-Toque,-28.4589,-52.8208,15936.0
23468,Calbuco,-41.7712,-73.1275,15903.0
23485,Augustinópolis,-5.4658,-47.8878,15950.0
23488,Aveiro,-3.6058,-55.3319,15950.0
23492,Contenda,-25.6758,-49.535,15891.0
23507,Comarapa,-17.9136,-64.5297,15919.0
23508,Tabatinga,-21.7169,-48.6878,15881.0
23514,Poxoréo,-15.8369,-54.3889,15916.0
23518,Tocantins,-21.175,-43.0178,15823.0
23522,São Paulo do Potengi,-5.895,-35.7628,15843.0
23526,Joaquim Nabuco,-8.6239,-35.5328,15773.0
23532,Bituruna,-26.1608,-51.5528,15880.0
23541,Puquio,-14.6939,-74.1241,15870.0
23551,Indiaroba,-11.5189,-37.5119,15831.0
23552,Giruá,-28.0278,-54.35,15863.0
23565,João Neiva,-19.7578,-40.3858,15809.0
