,city,lat,lon,population
13344,Coelho Neto,-4.2569,-43.0128,46750.0
13354,Cabreúva,-23.3075,-47.1331,46528.0
13358,Santa Cruz do Rio Pardo,-22.8989,-49.6328,46633.0
13360,Bocaiúva,-17.1078,-43.815,46654.0
13364,Puerto Villarroel,-16.8667,-64.7831,46627.0
13367,Puerto Tejada,3.23,-76.4175,46166.0
13368,Eusébio,-3.89,-38.4508,46033.0
13374,Cristalina,-16.7689,-47.6139,46580.0
13376,Itapema,-27.09,-48.6108,45797.0
13383,Conceição do Araguaia,-8.2578,-49.265,46485.0
13384,Río Tercero,-32.1768,-64.113,46421.0
13386,Montecristi,-1.05,-80.6667,46312.0
13398,Tingo María,-9.3015,-76.0361,46191.0
13411,Laguna,-28.4828,-48.7808,46122.0
13414,Mairinque,-23.5464,-47.1836,46015.0
13417,Maragogipe,-12.7778,-38.9189,46106.0
13429,Pontal,-21.0225,-48.0372,45978.0
13433,Nova Venécia,-18.7108,-40.4008,46031.0
13434,Lagoa da Prata,-20.0228,-45.5439,45984.0
13435,Livramento de Nossa Senhora,-13.6428,-41.8408,46035.0
13444,Iranduba,-3.285,-60.1886,45984.0
13457,Mata de São João,-12.53,-38.2989,45813.0
13458,Chajarí,-30.7667,-57.9833,45848.0
13462,Dracena,-21.4825,-51.5328,45847.0
13467,Monte Carmelo,-18.725,-47.4989,45772.0
13489,Cajicá,4.9167,-74.025,44721.0
13494,São Sebastião do Passé,-12.5128,-38.495,45482.0
13495,Bom Conselho,-9.17,-36.68,45503.0
13497,Itabirito,-20.2528,-43.8008,45449.0
13499,Cerquilho Velho,-23.165,-47.7436,45142.0
13501,San Pelayo,8.9578,-75.8375,45396.0
13503,Pinamar,-37.1,-56.85,45000.0
13525,Vallenar,-28.5751,-70.7616,45298.0
13531,João Pinheiro,-17.7442,-46.1739,45260.0
13532,Brejo Santo,-7.4928,-38.985,45193.0
13534,Brejo da Madre de Deus,-8.1458,-36.3708,45180.0
13536,Seabra,-12.4189,-41.77,45202.0
13540,Campo Maior,-4.8278,-42.1689,45177.0
13552,Tremembé,-22.9578,-45.5489,44912.0
13577,Pederneiras,-22.3517,-48.775,44910.0
13581,Baião,-2.7908,-49.6719,44956.0
13583,Lapa,-25.77,-49.7158,44932.0
13593,Barras,-4.2469,-42.2958,44850.0
13598,Paraguaçu Paulista,-22.4197,-50.5797,44794.0
13601,Uruará,-3.7178,-53.7369,44789.0
13602,Presidente Dutra,-5.29,-44.49,44731.0
13612,Louveira,-23.0864,-46.9506,43862.0
13614,Arboletes,8.8511,-76.4272,44560.0
13617,Garça,-22.2153,-49.6511,44532.0
13623,Ribeirão,-8.5139,-35.3778,44439.0
13635,Mamanguape,-6.8389,-35.1258,44369.0
13641,Paraíso do Tocantins,-10.1758,-48.8669,44417.0
13655,São Benedito,-4.0489,-40.865,44178.0
13662,Mauriti,-7.3889,-38.7739,44240.0
13667,Xanxerê,-26.8769,-52.4039,44128.0
13695,Maracaju,-21.6139,-55.1678,44042.0
13699,Pinhal,-22.1908,-46.7408,43897.0
13708,São Gonçalo do Amarante,-3.6058,-38.9689,43890.0
13720,Villeta,5.0128,-74.4731,43574.0
13741,Salto de Pirapora,-23.6489,-47.5728,43574.0
13765,Presidente Epitácio,-21.7633,-52.1156,43535.0
13766,Lota,-37.0944,-73.1563,43272.0
13767,Pontes e Lacerda,-15.2258,-59.335,43538.0
13784,Estância Velha,-29.6478,-51.1739,42574.0
13788,Esperanza,-31.4489,-60.9317,43300.0
13794,San Clemente,-35.55,-71.4833,43269.0
13797,Andes,5.6556,-75.8803,43269.0
13798,Lábrea,-7.2589,-64.7978,43263.0
13801,Nova Viçosa,-17.8919,-39.3719,43216.0
13804,Aguazul,5.1689,-72.5467,43183.0
13807,Quirinópolis,-18.4478,-50.4519,43220.0
13820,Sena Madureira,-9.0658,-68.6569,43139.0
13821,Cumaribo,4.4461,-69.7956,43138.0
13823,São Lourenço do Sul,-31.365,-51.9778,43111.0
13828,São Gabriel da Cachoeira,-0.13,-67.0889,43094.0
13834,Entre Rios,-11.9419,-38.0839,43006.0
13838,Gualeguay,-33.15,-59.3167,43009.0
13842,Miranda,3.2503,-76.2286,42639.0
13853,Palmas,-26.4839,-51.9908,42888.0
13854,Samborondón,-1.9611,-79.7256,42637.0
13861,Orlândia,-20.7203,-47.8867,42678.0
13867,Vera Cruz,-12.96,-38.6089,42650.0
13871,Santa Quitéria,-4.3319,-40.1569,42763.0
13873,Santo Antônio da Platina,-23.295,-50.0769,42707.0
13878,Mombaça,-5.7428,-39.6278,42690.0
13879,Currais Novos,-6.2608,-36.515,42652.0
13882,União,-4.5858,-42.8639,42654.0
13902,El Charco,2.4775,-78.1111,42525.0
13906,Araioses,-2.89,-41.9028,42505.0
13914,Alerce,-41.3969,-72.9037,42267.0
13916,Capão da Canoa,-29.7608,-50.03,42040.0
13922,Tomé,-36.6171,-72.9575,42312.0
13933,São Lourenço,-22.1158,-45.0539,41657.0
13935,Itápolis,-21.5958,-48.8128,42343.0
13941,Niquelândia,-14.4739,-48.46,42361.0
13942,Porangatu,-13.4408,-49.1489,42355.0
13956,Remanso,-9.6219,-42.0808,42275.0
13976,Sidrolândia,-20.9319,-54.9608,42132.0
13977,Montenegro,4.5653,-75.7511,41857.0
13979,Amontada,-3.3608,-39.8308,42098.0
13980,Cáceres,7.5794,-75.3503,42112.0
14005,Santa Rosa del Sur,7.9633,-74.0533,42003.0
14016,Vargem Grande do Sul,-21.8319,-46.8939,41807.0
14019,Medianeira,-25.295,-54.0939,41817.0
14023,Pedra Branca,-5.4539,-39.7169,41890.0
14029,Jaraguá,-15.7569,-49.3339,41870.0
14033,Jardinópolis,-21.0178,-47.7639,41799.0
14034,Tramandaí,-29.985,-50.1339,41585.0
14045,Santa Maria da Vitória,-13.3978,-44.1978,41795.0
14059,Santa Cruz de Los Taques,11.8231,-70.2535,41579.0
14063,Pueblo Nuevo,8.505,-75.5075,41684.0
14072,Tuchín,9.1858,-75.5553,41345.0
14079,Paranaíba,-19.6769,-51.1908,41626.0
14086,Yarumal,6.9633,-75.4172,41542.0
14091,Almenara,-16.1005,-40.7101,41552.0
14108,Morrinhos,-17.7319,-49.1008,41460.0
14124,El Tocuyo,9.7822,-69.7931,41327.0
14127,Arauquita,7.0261,-71.4272,41309.0
14128,Girau do Ponciano,-9.8839,-36.8289,41237.0
14134,São Mateus do Sul,-25.8739,-50.3828,41257.0
14145,Guaduas,5.0694,-74.5981,41142.0
14151,Paraíba do Sul,-22.1619,-43.2928,41084.0
14160,Jeremoabo,-10.0669,-38.35,41100.0
14165,Mucuri,-18.0858,-39.5508,41068.0
14171,Dois Vizinhos,-25.75,-53.0569,41038.0
14180,Segovia,7.0781,-74.7017,41000.0
14182,Bagua Grande,-5.7572,-78.4453,40947.0
14193,Osório,-29.8869,-50.27,40906.0
14194,Inhambupe,-11.7839,-38.3528,40915.0
14204,Barreiros,-8.8167,-35.2,40732.0
14207,Mangaratiba,-22.96,-44.0408,40779.0
14209,Rio Real,-11.4833,-37.9344,40809.0
14214,Caeté,-19.88,-43.67,40750.0
14215,São Bento,-2.6958,-44.8208,40736.0
14224,Pie de Pató,5.5153,-76.9747,40733.0
14234,Barra de São Francisco,-18.755,-40.8908,40649.0
14235,Nanuque,-17.8389,-40.3539,40665.0
14240,La Unión,4.5331,-76.1006,40339.0
14241,Santo Antônio de Pádua,-21.5389,-42.18,40589.0
14253,Huaura,-11.1,-77.6,40400.0
14255,Xinguara,-7.095,-49.9458,40573.0
14264,Cumbal,0.9078,-77.7908,40492.0
14269,Augusto Correa,-1.0219,-46.645,40497.0
14276,Andradas,-22.0678,-46.5689,40407.0
14283,São Manuel,-22.7308,-48.5708,40367.0
14284,Aracataca,10.5911,-74.185,40400.0
14286,Sirinhaém,-8.5908,-35.1158,40296.0
14291,Imbituba,-28.24,-48.67,40170.0
14293,Jipijapa,-1.3486,-80.5786,40232.0
14295,Túquerres,1.0872,-77.6189,40159.0
14311,Tietê,-23.1019,-47.715,40194.0
14315,Águas Belas,-9.1167,-37.1167,40235.0
14343,Otavalo,0.2333,-78.2667,39354.0
14347,Altagracia de Orituco,9.8504,-66.38,40052.0
14355,Tarauacá,-8.1608,-70.7658,40024.0
14372,Acevedo,1.8047,-75.8897,39877.0
14373,Villa de San Diego de Ubaté,5.3072,-73.8144,39568.0
14379,São José de Mipibu,-6.075,-35.2378,39776.0
14383,Rio Negrinho,-26.2539,-49.5178,39846.0
14388,Guaíra,-20.3178,-48.3108,39813.0
14400,Villamontes,-21.2647,-63.4586,39800.0
14402,Líbano,4.9206,-75.0611,39665.0
14405,Bosconia,9.9761,-73.8903,39716.0
14421,Santo Antônio,-29.8178,-50.52,39685.0
14429,Socorro,-22.5908,-46.5289,39565.0
14433,Rosário,-2.9339,-44.235,39576.0
14434,Arcos,-20.2914,-45.5397,39537.0
14443,Novo Horizonte,-21.4678,-49.2208,39543.0
14455,Oliveira,-20.6958,-44.8269,39466.0
14457,San Juan del Cesar,10.7708,-73.0031,39472.0
14459,Benjamin Constant,-4.3755,-70.0318,39484.0
14464,Presidente Venceslau,-21.8761,-51.8439,39407.0
14465,Santa Maria da Boa Vista,-8.8089,-39.825,39435.0
14472,Parral,-36.15,-71.8333,39404.0
14477,Canela,-29.3658,-50.8158,39229.0
14480,Puerto Berrío,6.4906,-74.4047,39314.0
14485,São Francisco do Conde,-12.6278,-38.68,39329.0
14487,Rosário do Sul,-30.2578,-54.9139,39314.0
14490,Borba,-4.3878,-59.5939,39292.0
14493,Tarazá,7.5839,-75.4003,39257.0
14513,Salinas,-16.1185,-42.174,39178.0
14514,Cayambe,0.0439,-78.1561,39028.0
14517,Jacarèzinho,-23.1608,-49.9689,39121.0
14518,Tuntum,-5.2578,-44.6489,39183.0
14527,Colinas,-6.0258,-44.2489,39132.0
14528,São Mateus do Maranhão,-4.04,-44.47,39093.0
14534,Santa Helena,-2.2308,-45.3,39110.0
14554,Ancud,-41.8682,-73.8287,38991.0
14560,Itabaianinha,-11.2739,-37.79,38910.0
14578,Altos,-5.0389,-42.4608,38822.0
14580,Campina Grande do Sul,-25.3058,-49.055,38769.0
14582,Balcarce,-37.8464,-58.2556,38823.0
14592,Promissão,-21.5369,-49.8583,38764.0
14593,Cajibío,2.6233,-76.5731,38703.0
14598,Simão Dias,-10.7378,-37.8108,38702.0
14607,Sibaté,4.4908,-74.2594,38412.0
14623,Guariba,-21.36,-48.2283,38499.0
14626,Muaná,-1.5278,-49.2169,38616.0
14635,Boa Esperança,-21.09,-45.5658,38516.0
14648,Itiúba,-10.6908,-39.8528,38492.0
14649,Américo Brasiliense,-21.7361,-48.1114,38202.0
14653,Ventanas,-1.45,-79.47,38168.0
14654,Várzea Alegre,-6.7889,-39.2958,38434.0
14656,Curuçá,-0.7339,-47.855,38391.0
14657,San Jacinto de Buena Fe,-0.8932,-79.4907,38263.0
14676,Dom Pedrito,-30.9828,-54.6728,38339.0
14687,Pitangueiras,-21.0094,-48.2217,38211.0
14704,Panambi,-28.2928,-53.5019,38058.0
14708,Sampués,9.1847,-75.3786,37925.0
14709,Visconde do Rio Branco,-21.0103,-42.8406,37942.0
14718,Aristóbulo del Valle,-27.0952,-54.897,38000.0
14719,Amambaí,-23.1039,-55.2258,38030.0
14725,Catende,-8.6669,-35.7169,37820.0
14727,Bom Jardim,-7.7958,-35.5869,37826.0
14735,Constitución,-35.3333,-72.4167,37917.0
14741,Amarante do Maranhão,-5.5669,-46.7419,37932.0
14747,Amargosa,-13.03,-39.605,37807.0
14748,Ipueiras,-4.5419,-40.7189,37862.0
14750,Dibulla,11.2725,-73.3089,37854.0
14751,Santa Rita do Sapucaí,-22.2519,-45.7028,37754.0
14754,Lampa,-33.2864,-70.8729,37599.0
14755,Guaraciaba do Norte,-4.1669,-40.7478,37775.0
14761,Esperantina,-3.9019,-42.2339,37767.0
14764,Juanjuí,-7.1802,-76.7265,37715.0
14765,Curitibanos,-27.2828,-50.5839,37748.0
14766,Afuá,-0.1569,-50.3869,37778.0
14777,Granadero Baigorria,-32.85,-60.7,36994.0
14780,São Gonçalo dos Campos,-12.4328,-38.9669,37554.0
14783,Bonito,-8.47,-35.7289,37566.0
14787,Porteirinha,-15.7428,-43.0278,37627.0
14792,Rio Pardo,-29.99,-52.3778,37591.0
14795,Igarapé-Açu,-1.1269,-47.6178,37547.0
14796,Salinópolis,-0.6289,-47.3558,37421.0
14802,São Fidélis,-21.6458,-41.7469,37543.0
14805,Paraty,-23.2194,-44.7147,37533.0
14809,El Bordo,2.1142,-76.9831,37504.0
14810,Pojuca,-12.3659,-38.2433,37543.0
14812,Aliança,-7.6028,-35.2308,37415.0
14821,Itarema,-2.92,-39.915,37471.0
14822,Pedro II,-4.4338,-41.4534,37496.0
14827,Itaqui,-29.125,-56.5528,37489.0
14830,Santa Rosa de Osos,6.6472,-75.4606,37435.0
14843,Melgar,4.2039,-74.6428,37224.0
14859,Tibú,8.64,-72.7381,37286.0
14900,José de Freitas,-4.7558,-42.5758,37085.0
14905,Timbó,-26.8228,-49.2719,36774.0
14913,Autazes,-3.5864,-59.1197,37033.0
14932,Uruaçu,-14.525,-49.1408,36929.0
14934,Santaluz,-11.2558,-39.375,36915.0
14939,Dagua,3.6575,-76.6917,36891.0
14949,Pimenta Bueno,-11.6725,-61.1936,36881.0
14961,Lajedo,-8.6639,-36.32,36628.0
14967,La Macarena,2.1828,-73.7847,36781.0
14971,Esplanada,-11.7958,-37.945,36724.0
14974,Araçuaí,-16.85,-42.07,36712.0
14978,Esquel,-42.9,-71.3167,36687.0
14985,Belalcázar,2.6469,-75.9717,36628.0
14996,Tocancipá,4.9661,-73.9111,36439.0
15000,Barra Bonita,-22.4947,-48.5581,36321.0
15002,Agudos,-22.4739,-48.9836,36524.0
15007,São Paulo de Olivença,-3.45,-68.95,36536.0
15012,Aparecida,-22.8472,-45.23,36217.0
15016,Nueve de Julio,-35.45,-60.8833,36494.0
15017,Santa Helena de Goiás,-17.8139,-50.5969,36469.0
15021,Camamu,-13.945,-39.1039,36435.0
15023,Sonsón,5.7094,-75.3106,36445.0
15026,Careiro,-3.7678,-60.3689,36435.0
15031,Marau,-28.4489,-52.2,36364.0
15034,Isla de Maipo,-33.75,-70.9,36219.0
15048,San Pablo,7.4764,-73.9231,36341.0
15051,Oeiras,-7.025,-42.1308,36329.0
15052,São Miguel d’Oeste,-26.725,-53.5178,36306.0
15056,San Bernardo del Viento,9.355,-75.9544,36200.0
15080,Paiçandu,-23.4578,-52.0489,35936.0
15088,Virú,-8.4143,-78.7524,36029.0
15102,Itaitinga,-3.9689,-38.5278,35817.0
15113,Velasco Ibarra,-1.0439,-79.6383,35686.0
15115,Guayaramerín,-10.8267,-65.3567,36008.0
15118,Itapicuru,-11.3169,-38.2328,35987.0
15119,Fraiburgo,-27.0258,-50.9208,35942.0
15120,Salinas,-2.2083,-80.9681,34719.0
15151,Santa Cruz,-6.2289,-36.0228,35797.0
15154,Estreito,-6.5608,-47.4508,35835.0
15156,Guacarí,3.7647,-76.3322,35662.0
15159,Várzea da Palma,-17.5978,-44.7308,35809.0
15171,Santiago de Tolú,9.525,-75.5817,35670.0
15174,Ouro Preto d’Oeste,-10.7481,-62.2158,35737.0
15202,La Troncal,-2.4278,-79.3389,35259.0
15204,Ypané,-25.45,-57.53,34943.0
15211,Nova Cruz,-6.4778,-35.4339,35490.0
15219,Gigante,2.3867,-75.5461,35498.0
15224,José Bonifácio,-21.0528,-49.6878,35538.0
15226,Toritama,-8.0067,-36.0567,35554.0
15231,Quimbaya,4.6239,-75.7631,35276.0
15238,Cutral-Có,-38.9333,-69.2333,35465.0
15241,També,-7.41,-35.1128,35398.0
15246,Charqueadas,-29.955,-51.625,35320.0
15251,Cartagena del Chairá,1.3361,-74.8467,35473.0
15252,Rio Brilhante,-21.8019,-54.5458,35465.0
15253,Além Paraíba,-21.8878,-42.7039,35401.0
15254,Bom Jesus do Itabapoana,-21.1339,-41.68,35411.0
15263,Pilar,-9.5972,-35.9567,35295.0
15264,Riachão do Jacuípe,-11.81,-39.3819,35403.0
15266,Pilão Arcado,-10.0028,-42.5039,35428.0
15268,Pentecoste,-3.7928,-39.27,35400.0
15269,Casimiro de Abreu,-22.4808,-42.2039,35347.0
15272,Ouro Branco,-20.5208,-43.6919,35268.0
15276,Itaberaí,-16.02,-49.81,35371.0
15278,Yarumal,7.0306,-75.5905,35315.0
15292,Guaramirim,-26.4728,-49.0028,35172.0
15303,Cansanção,-10.6708,-39.4978,35235.0
15305,Fonseca,10.8858,-72.8481,35205.0
15307,Massapê,-3.5228,-40.3428,35191.0
15318,Curaçá,-8.9919,-39.9078,35208.0
15327,Afogados da Ingazeira,-7.7508,-37.6342,35088.0
15328,Bodocó,-7.7778,-39.9408,35158.0
15329,Igarapé,-20.07,-44.3019,34851.0
15330,Nova Olinda do Norte,-3.8878,-59.0939,35156.0
15335,San Vicente de Chucurí,6.8819,-73.4119,35121.0
15338,Adamantina,-21.6847,-51.0733,35048.0
15345,San Luis de Sincé,9.2447,-75.1458,35022.0
15348,Puerto López,4.0897,-72.9619,35097.0
15353,Casilda,-33.0442,-61.1681,35058.0
15361,Campoalegre,2.6867,-75.3256,34923.0
15367,Armação dos Búzios,-22.7469,-41.8819,34477.0
15374,Aguaí,-22.0603,-46.9736,34863.0
15379,Victoria,-38.2167,-72.3333,34890.0
15381,Barra do Choça,-14.8808,-40.5789,34853.0
15388,Tôrres,-29.335,-49.7269,34656.0
15397,Capelinha,-17.6908,-42.5158,34803.0
15404,Castelo,-20.6039,-41.185,34747.0
15411,Apodi,-5.6639,-37.7989,34763.0
15426,Buenos Aires,3.0164,-76.6411,34631.0
15440,São Luís do Quitunde,-9.3178,-35.5608,34623.0
15442,Cachoeira,-12.6178,-38.9558,34535.0
15446,Chacabuco,-34.65,-60.49,34587.0
15449,Playas,-2.63,-80.39,34409.0
15451,Parnarama,-5.6819,-43.0928,34586.0
15455,Cañete,-37.8,-73.3833,34537.0
15462,Centenario,-38.8167,-68.1333,34421.0
15464,Cícero Dantas,-10.6,-38.3828,34478.0
15473,Iturama,-19.7278,-50.1958,34456.0
15476,Vassouras,-22.4039,-43.6628,34410.0
15484,Jaguaribe,-5.8908,-38.6219,34409.0
15507,Missão Velha,-7.25,-39.1428,34274.0
15509,São Sebastião,-9.9339,-36.5539,34211.0
15512,Penalva,-3.2939,-45.1739,34267.0
15524,Caldono,2.7969,-76.4828,34132.0
15531,Quinchía,5.3394,-75.7294,34005.0
15535,Goianira,-16.4958,-49.4258,34060.0
15536,Cravinhos,-21.3403,-47.7294,34110.0
15564,San Agustín,1.8792,-76.2683,34120.0
15567,Bariri,-22.0744,-48.7403,34048.0
15576,Matozinhos,-19.5578,-44.0808,33955.0
15586,San Juan Nepomuceno,9.9522,-75.0811,34012.0
15589,Majagual,8.5408,-74.6297,34010.0
15594,Eirunepé,-6.6597,-69.8744,34025.0
15595,Brumadinho,-20.1428,-44.2,33973.0
15609,Pôrto de Moz,-1.7478,-52.2378,33956.0
15612,Turiaçu,-1.6628,-45.3719,33933.0
15627,Custódia,-8.0875,-37.6431,33855.0
15630,Camiri,-20.0386,-63.5183,33838.0
15637,Bell Ville,-32.6333,-62.6833,33835.0
15649,Sertânia,-8.0706,-37.2658,33787.0
15650,Poço Redondo,-9.8058,-37.685,33757.0
15660,Chilecito,-29.1667,-67.5,33724.0
15667,Puerto Rico,1.9075,-75.1583,33701.0
15670,Tucumã,-6.7519,-51.1539,33690.0
15674,San Antero,9.3775,-75.7603,33662.0
15676,Sicuani,-14.2896,-71.23,33575.0
15680,Ibaté,-21.955,-47.9969,33535.0
15681,Barra do Bugres,-15.0728,-57.1808,33644.0
15682,São Domingos do Maranhão,-5.5758,-44.385,33607.0
15683,Corinto,3.1739,-76.2594,33489.0
15692,São Bento,-6.4858,-37.4508,33464.0
15698,Castro,-42.4824,-73.7643,33417.0
15700,Iperó,-23.3503,-47.6886,33367.0
15702,Caçapava do Sul,-30.5119,-53.4908,33548.0
15710,Pôrto União,-26.2378,-51.0778,33493.0
15717,Bôca do Acre,-8.7519,-67.3978,33498.0
15731,Baturité,-4.3289,-38.885,33321.0
15735,La Virginia,4.8967,-75.8839,32330.0
15740,Brejo,-3.6839,-42.75,33359.0
15744,Conceição de Jacuípe,-12.3269,-38.765,33354.0
15757,São Luís Gonzaga,-28.4078,-54.9608,33293.0
15761,Canavieiras,-15.675,-38.9469,33268.0
15763,Almeirim,-1.5228,-52.5819,33282.0
15767,Pivijay,10.4608,-74.6153,33225.0
15769,Camacan,-15.4189,-39.4958,33197.0
15772,Bragado,-35.1167,-60.5,33222.0
15773,Coxim,-18.5069,-54.76,33231.0
15785,Jaguarari,-10.26,-40.1958,33186.0
15786,Correntina,-13.3428,-44.6369,33183.0
15790,Água Preta,-8.7,-35.35,33095.0
15798,Palmeira das Missões,-27.8989,-53.3139,33131.0
15801,Rio das Pedras,-22.8428,-47.6058,32982.0
15809,Puebloviejo,10.9942,-74.2833,33030.0
15814,Maragogi,-9.0122,-35.2225,32940.0
15817,Forbe Oroya,-11.5333,-75.9,33000.0
15818,Descalvado,-21.9039,-47.6189,32980.0
15825,Esperança,-7.0333,-35.85,32785.0
15834,Gandu,-13.7439,-39.4869,32809.0
15842,Curralinho,-1.8139,-49.795,32881.0
15848,Puerto Escondido,9.0192,-76.2614,32745.0
15850,Santa Cruz das Palmeiras,-21.8269,-47.2489,32749.0
15852,Campos Novos,-27.4019,-51.225,32824.0
15855,São João da Barra,-21.64,-41.0508,32747.0
15857,Presidente Figueiredo,-2.0172,-60.025,32812.0
15858,Monteiro,-7.8889,-37.12,32774.0
15859,São Miguel Arcanjo,-23.8778,-47.9969,32769.0
15864,Bocas de Satinga,2.3469,-78.3256,32759.0
15868,Chancay,-11.5653,-77.2714,32312.0
15870,Mandaguari,-23.5478,-51.6708,32658.0
15872,Pombal,-6.77,-37.8019,32712.0
15874,Silvia,2.6108,-76.3789,32692.0
15880,Espigão D’Oeste,-11.5247,-61.0128,32695.0
15882,Concón,-32.9167,-71.5167,32273.0
15887,El Difícil,9.8469,-74.2367,32637.0
15892,Cururupu,-1.8278,-44.8678,32626.0
15896,Paratinga,-12.6908,-43.1839,32636.0
15898,São Desidério,-12.3628,-44.9728,32640.0
15899,São José do Belmonte,-7.8608,-38.76,32617.0
15903,Inzá,2.5503,-76.0636,32582.0
15906,Jaguariaíva,-24.2508,-49.7058,32606.0
15921,Nossa Senhora da Glória,-10.2178,-37.42,32497.0
15927,Goiatuba,-18.0128,-49.3569,32492.0
15931,Osvaldo Cruz,-21.7967,-50.8786,32475.0
15935,La Calera,-31.3439,-64.3353,32227.0
15938,Plottier,-38.95,-68.2333,32390.0
15951,Gramado,-29.3789,-50.8739,32273.0
15952,Cachoeira Paulista,-22.665,-45.0094,32294.0
15959,San Pedro de Urabá,8.275,-76.3769,32328.0
15965,Carangola,-20.7328,-42.0289,32296.0
15966,Guararapes,-21.2608,-50.6428,32346.0
15972,Ferreñafe,-6.6391,-79.788,31777.0
15974,Feijó,-8.1639,-70.3539,32360.0
15981,São Raimundo Nonato,-9.015,-42.6989,32327.0
15982,São José da Tapera,-9.5578,-37.3808,32271.0
15985,Curanilahue,-37.4667,-73.35,32288.0
15987,Miguel Alves,-4.1658,-42.895,32289.0
15993,Ilhabela,-23.7778,-45.3578,32197.0
15996,Jaguaruana,-4.8339,-37.7808,32236.0
15999,João Câmara,-5.5378,-35.82,32227.0
16016,Poconé,-16.2569,-56.6228,32205.0
16021,Bandeirantes,-23.11,-50.3678,32184.0
16024,Itamarandiba,-17.8569,-42.8589,32175.0
16032,Sechura,-5.5576,-80.8223,32144.0
16035,Palmeira,-25.4289,-50.0058,32123.0
16036,Quintero,-32.7833,-71.5333,31923.0
16037,Yaguarón,-25.5621,-57.284,32000.0
16039,Colíder,-10.8128,-55.455,32120.0
16042,Guaratuba,-25.8828,-48.575,32095.0
16046,Zapala,-38.9028,-70.065,32097.0
16053,Remedios,7.0275,-74.6939,32057.0
16057,Gurupá,-1.405,-51.64,32049.0
16077,Pativilca,-10.6996,-77.8,31905.0
16080,Paipa,5.78,-73.1175,31868.0
16082,Santa Rita,10.5367,-71.5108,31810.0
16085,Marialva,-23.485,-51.7919,31959.0
16092,São Gabriel,-19.0169,-40.5358,31859.0
16097,Galapa,10.9003,-74.8853,31596.0
16098,Piuí,-20.465,-45.9578,31883.0
16099,Guachavés,1.2219,-77.6772,31856.0
16106,Igrejinha,-29.5739,-50.79,31660.0
16109,Ruy Barbosa,-12.2839,-40.4939,31867.0
16112,Domingos Martins,-20.3628,-40.6589,31847.0
16115,São José do Egito,-7.4733,-37.2744,31829.0
16117,Ubajara,-3.8544,-40.9211,31787.0
16119,São Gotardo,-19.3108,-46.0489,31819.0
16127,Ivaiporã,-24.2478,-51.685,31816.0
16135,Monção,-3.4919,-45.2508,31738.0
16140,Paracuru,-3.41,-39.0308,31636.0
16141,Sitionuevo,10.7758,-74.7203,31706.0
16144,Jesús María,-30.9817,-64.0942,31602.0
16154,Irituia,-1.7689,-47.4389,31664.0
16158,Nueva Imperial,-38.7333,-72.95,31632.0
16162,Exu,-7.5133,-39.7239,31636.0
16166,Morro Agudo,-20.7314,-48.0578,31620.0
16169,Ouro Fino,-22.2828,-46.3689,31568.0
16190,Puerto Wilches,7.3483,-73.8983,31509.0
16200,Santa Fé do Sul,-20.2108,-50.9258,31348.0
16203,Neira,5.1664,-75.5189,31399.0
16211,Tiquipaya,-17.3381,-66.2189,31264.0
16217,Araçoiaba da Serra,-23.5053,-47.6142,31321.0
16218,Barrinha,-21.1936,-48.1639,31230.0
16223,Posse,-14.0928,-46.3689,31419.0
16232,Guamo,4.0281,-74.97,31350.0
16236,Cauquenes,-35.9671,-72.3154,31362.0
16245,Araguatins,-5.6508,-48.1239,31329.0
16253,Parambu,-6.2108,-40.6939,31309.0
16256,Iporá,-16.4419,-51.1178,31274.0
16259,Guanhães,-18.775,-42.9328,31262.0
16264,Pindaré-Mirim,-3.6078,-45.3428,31152.0
16266,Vitória do Mearim,-3.4619,-44.8708,31217.0
16267,Biritiba-Mirim,-23.5728,-46.0389,31158.0
16273,Brasília de Minas,-16.2078,-44.4289,31213.0
16294,Minaçu,-13.5328,-48.22,31154.0
16300,Cândido Mota,-22.7464,-50.3869,31131.0
16302,Espinosa,-14.9081,-42.8103,31113.0
16303,Touros,-5.1989,-35.4608,31089.0
16306,Lavras da Mangabeira,-6.7528,-38.9719,31090.0
16310,Portão,-29.7019,-51.2419,30920.0
16313,Río Grande,-53.7914,-67.699,31095.0
16316,Itabela,-16.575,-39.5528,31055.0
16317,Muritiba,-12.6258,-38.99,30743.0
16321,Tijucas,-27.2408,-48.6339,30960.0
16325,Itapemirim,-21.0108,-40.8339,30988.0
16326,Canguaretama,-6.38,-35.1289,30916.0
16328,Matões,-5.5189,-43.1989,31015.0
16335,Nova Russas,-4.7,-40.5667,30965.0
16336,Huamachuco,-7.8121,-78.0487,30835.0
16339,Nazaré da Mata,-7.7419,-35.2278,30796.0
16341,Santa Vitória do Palmar,-33.5189,-53.3678,30990.0
16346,João Alfredo,-7.8558,-35.5878,30743.0
16353,Tanguá,-22.73,-42.7139,30732.0
16354,Taiobeiras,-15.8078,-42.2328,30917.0
16360,Bela Cruz,-3.0508,-40.1678,30878.0
16373,Cabrobó,-8.5119,-39.3069,30873.0
16376,Colinas do Tocantins,-8.0589,-48.475,30838.0
16377,Garibaldi,-29.2558,-51.5339,30689.0
16383,Vicência,-7.6569,-35.3269,30732.0
16390,Capela,-10.5028,-37.0528,30761.0
16394,Laranjeiras do Sul,-25.4078,-52.4158,30777.0
16396,Minas Novas,-17.2189,-42.59,30794.0
